# WINDOW NO. 1  SKIP = 5
# TIME DISTANCE ENERGY
       0.010000       7.441404       2.900023
       0.020000       7.370294       2.831749
       0.030000       7.284815       2.759381
       0.040000       7.187421       2.688486
       0.050000       7.081592       2.631035
       0.060000       6.971446       2.589152
       0.070000       6.861211       2.565193
       0.080000       6.747280       2.556904
       0.090000       6.639191       2.564453
       0.100000       6.540067       2.587579
       0.110000       6.428466       2.632408
       0.120000       6.325997       2.689969
       0.130000       6.234086       2.755680
       0.140000       6.140237       2.834698
       0.150000       6.055257       2.915434
       0.160000       5.984325       2.987170
       0.170000       5.930921       3.041938
       0.180000       5.882569       3.087314
       0.190000       5.842586       3.120801
       0.200000       5.807845       3.143436
       0.210000       5.774819       3.170912
       0.220000       5.743295       3.199429
       0.230000       5.712971       3.226331
       0.240000       5.684460       3.248541
       0.250000       5.661653       3.257784
       0.260000       5.647347       3.257469
       0.270000       5.636423       3.254080
       0.280000       5.640358       3.225267
       0.290000       5.647698       3.186554
       0.300000       5.662404       3.129663
       0.310000       5.686482       3.060032
       0.320000       5.718274       2.983917
       0.330000       5.767391       2.882199
       0.340000       5.831205       2.769737
       0.350000       5.895095       2.663671
       0.360000       5.964074       2.554183
       0.370000       6.034644       2.448128
       0.380000       6.109762       2.344506
       0.390000       6.178337       2.255421
       0.400000       6.252252       2.169878
       0.410000       6.343772       2.077135
       0.420000       6.438252       1.990090
       0.430000       6.535257       1.911741
       0.440000       6.647068       1.843042
       0.450000       6.771749       1.795026
       0.460000       6.896000       1.772364
       0.470000       7.014643       1.776983
       0.480000       7.135524       1.805952
       0.490000       7.247945       1.853969
       0.500000       7.362316       1.926191
       0.510000       7.474729       2.018236
       0.520000       7.579644       2.126506
       0.530000       7.674689       2.236565
       0.540000       7.744038       2.321411
       0.550000       7.794393       2.382668
       0.560000       7.831420       2.429357
       0.570000       7.869998       2.484448
       0.580000       7.893120       2.511527
       0.590000       7.894454       2.497915
       0.600000       7.879011       2.450276
       0.610000       7.846941       2.370225
       0.620000       7.810022       2.283781
       0.630000       7.772960       2.198875
       0.640000       7.734022       2.113317
       0.650000       7.684459       2.012668
       0.660000       7.628374       1.907685
       0.670000       7.547323       1.775692
       0.680000       7.454771       1.641564
       0.690000       7.357193       1.515740
       0.700000       7.252017       1.400561
       0.710000       7.137241       1.302888
       0.720000       7.017944       1.227167
       0.730000       6.889968       1.172637
       0.740000       6.745841       1.147600
       0.750000       6.606513       1.152037
       0.760000       6.462944       1.191100
       0.770000       6.327123       1.254504
       0.780000       6.208527       1.327291
       0.790000       6.103691       1.406788
       0.800000       6.010640       1.487519
       0.810000       5.933497       1.556993
       0.820000       5.872901       1.609612
       0.830000       5.831402       1.641025
       0.840000       5.815969       1.639074
       0.850000       5.823129       1.607170
       0.860000       5.847253       1.550451
       0.870000       5.886393       1.474898
       0.880000       5.931516       1.392198
       0.890000       5.982939       1.308595
       0.900000       6.028560       1.234599
       0.910000       6.084664       1.150518
       0.920000       6.159657       1.050612
       0.930000       6.236769       0.956760
       0.940000       6.315271       0.870602
       0.950000       6.408814       0.785456
       0.960000       6.510090       0.709177
       0.970000       6.623766       0.642372
       0.980000       6.734073       0.596697
       0.990000       6.840358       0.572019
       1.000000       6.944014       0.565456
       1.010000       7.044176       0.574449
       1.020000       7.136439       0.595799
       1.030000       7.223038       0.625745
       1.040000       7.300643       0.663188
       1.050000       7.382640       0.714362
       1.060000       7.462600       0.774032
       1.070000       7.538074       0.841558
       1.080000       7.615495       0.923149
       1.090000       7.685406       1.005661
       1.100000       7.746132       1.083651
       1.110000       7.796819       1.149225
       1.120000       7.828064       1.185828
       1.130000       7.851356       1.209600
       1.140000       7.871689       1.228750
       1.150000       7.881507       1.231430
       1.160000       7.878908       1.213440
       1.170000       7.854189       1.155420
       1.180000       7.812607       1.069008
       1.190000       7.760936       0.970086
       1.200000       7.706793       0.873769
       1.210000       7.649622       0.779434
       1.220000       7.601023       0.703132
       1.230000       7.538112       0.612949
       1.240000       7.477596       0.534316
       1.250000       7.430759       0.477203
       1.260000       7.390425       0.428352
       1.270000       7.344792       0.377826
       1.280000       7.293998       0.328926
       1.290000       7.230322       0.276009
       1.300000       7.162458       0.227103
       1.310000       7.088100       0.183891
       1.320000       7.015117       0.150166
       1.330000       6.943050       0.124367
       1.340000       6.876582       0.108980
       1.350000       6.819130       0.101933
       1.360000       6.757758       0.101530
       1.370000       6.697874       0.106689
       1.380000       6.647492       0.114962
       1.390000       6.592498       0.128208
       1.400000       6.531156       0.149480
       1.410000       6.476451       0.172390
       1.420000       6.441468       0.185399
       1.430000       6.415215       0.193051
       1.440000       6.398956       0.196324
       1.450000       6.391946       0.193534
       1.460000       6.384336       0.192029
       1.470000       6.366429       0.200150
       1.480000       6.348672       0.209771
       1.490000       6.341349       0.211372
       1.500000       6.337330       0.212036
       1.510000       6.325964       0.218544
       1.520000       6.320756       0.218792
       1.530000       6.316203       0.216840
       1.540000       6.306711       0.217322
       1.550000       6.294234       0.221384
       1.560000       6.291373       0.217531
       1.570000       6.307180       0.198028
       1.580000       6.331379       0.172648
       1.590000       6.354191       0.149491
       1.600000       6.383226       0.122474
       1.610000       6.418361       0.092643
       1.620000       6.465034       0.058012
       1.630000       6.515185       0.023957
       1.640000       6.559801      -0.004388
       1.650000       6.598400      -0.028555
       1.660000       6.635128      -0.049204
       1.670000       6.666832      -0.068627
       1.680000       6.702634      -0.087954
       1.690000       6.737874      -0.103724
       1.700000       6.777575      -0.117130
       1.710000       6.815735      -0.129444
       1.720000       6.859232      -0.138759
       1.730000       6.909420      -0.142588
       1.740000       6.974282      -0.138167
       1.750000       7.032246      -0.127143
       1.760000       7.070071      -0.119772
       1.770000       7.100729      -0.113644
       1.780000       7.131543      -0.104896
       1.790000       7.162763      -0.094067
       1.800000       7.195740      -0.080251
       1.810000       7.213607      -0.074083
       1.820000       7.220895      -0.075477
       1.830000       7.221449      -0.080652
       1.840000       7.213773      -0.092019
       1.850000       7.212281      -0.098942
       1.860000       7.208680      -0.106722
       1.870000       7.196959      -0.119363
       1.880000       7.178189      -0.134772
       1.890000       7.163485      -0.146850
       1.900000       7.144135      -0.160415
       1.910000       7.126873      -0.172095
       1.920000       7.110092      -0.182168
       1.930000       7.086028      -0.195015
       1.940000       7.052585      -0.210113
       1.950000       7.024356      -0.220794
       1.960000       6.991445      -0.231630
       1.970000       6.954839      -0.241278
       1.980000       6.919357      -0.246971
       1.990000       6.876217      -0.250111
       2.000000       6.837275      -0.249346
       2.010000       6.828049      -0.246675
       2.020000       6.831522      -0.243544
